縣市區域,站名,已停止營運,不確定是否有快篩服務,官方資料更新日期,資料來源,服務醫院,服務對象或區域,每日人數,服務時間,排隊或預約方法,掛號網址,戶外地點描述,地址,聯絡電話,備註,latitude,longitude,校對者,,結束營運資料來源,
台東縣,綠島鄉衛生所,FALSE,FALSE,6/1,https://www.facebook.com/Taitungaprilyao/posts/3796333137155717,,凡進入綠島蘭嶼者，請至當地衛生所自願快篩,,,自費250元,,,台東縣綠島鄉中寮村中寮1-1號,089-672511,,22.6731146,121.4696181,,,,
台東縣,蘭嶼鄉衛生所,FALSE,FALSE,6/1,https://www.facebook.com/Taitungaprilyao/posts/3796333137155717,,凡進入綠島蘭嶼者，請至當地衛生所自願快篩,,,自費250元,,,台東縣蘭嶼鄉紅頭村36之1號,"089-732575, 089-731619",,22.0248881,121.5547252,,,,
台東縣,台東機場快篩站,FALSE,FALSE,6/5,https://www.facebook.com/Taitungaprilyao/posts/3807410206048010,,,,,,,,台東縣台東市民航路1100號,,,22.75626662,121.1071078,,,,
連江縣,連江縣馬祖快篩站,FALSE,FALSE,,https://health.ltn.com.tw/article/breakingnews/3541532,連江縣立醫院,,80,,0963-772-160,,,連江縣南竿鄉復興村217號,08-362-5114,,26.16292565,119.9508611,,,,
金門縣,金門機場快篩站,FALSE,FALSE,,https://www.facebook.com/yang.chengwu/posts/4430662046984960,金門醫院（6/2起停止支援）,鼓勵與確診者及接觸者足跡重疊者、對自身症狀覺得有疑慮、來自疫情熱區者踴躍受檢,,5/26下午啟用,,,,金門縣金湖鎮尚義機場二號,08-232-2381,,24.4359048,118.3681557,kane,https://www.cna.com.tw/news/aloc/202106020258.aspx,,
澎湖縣,澎湖機場快篩站,FALSE,FALSE,,https://www.cna.com.tw/news/aloc/202105260104.aspx,,,,5/28啟用,,,,澎湖縣湖西鄉126-5號,06-922-9123,,23.56046753,119.6296595,,,,
澎湖縣,三總澎湖分院,FALSE,FALSE,6/4,https://www.facebook.com/tsgh.penghu/posts/1086421488514275,,,,,,,,澎湖縣馬公市前寮里90號,06-921-1116,,23.55472572,119.5833332,,,,
澎湖縣,部立澎湖醫院,FALSE,FALSE,6/4,https://www.facebook.com/penghuhospital/posts/3211755605712295,,,,,,,,澎湖縣馬公市中正路10號,06-926-1151,,23.56439623,119.5659503,,,,
澎湖縣,馬公社區快篩站,FALSE,FALSE,6/7,https://www.facebook.com/jungjung.hsiao.1,惠民醫院,以澎湖縣民、與確診者有接觸史或足跡有重疊風險族群為優先快篩對象,50,"週一到週五, 08:00-12:00",採電話或網路預約報名，不接受現場報名,,惠民醫院西側停車場,澎湖縣馬公市樹德路14號,預約專線 06-927-2318轉101、102,,23.56914039,119.5686086,kane,https://news.ltn.com.tw/news/life/breakingnews/3558509,,
台北市,台北松山機場篩檢站,FALSE,FALSE,6/1,https://udn.com/news/story/122173/5502648,,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/2啟用,,,,臺北市松山區敦化北路340之9號,02-8770-3460,,,,,,,
台中市,台中水湳機場篩檢站,FALSE,FALSE,6/1,https://udn.com/news/story/122173/5502648,童綜合醫院,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/2啟用,,,台中航空站2號門,台中市沙鹿區中航路一段168號,04-2615-5000,,,,,,,
嘉義縣,嘉義機場篩檢站,FALSE,FALSE,6/1,https://udn.com/news/story/10930/5509499,嘉義榮民醫院,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/2啟用,,,,嘉義縣水上鄉榮典路1號,05-286-7886,,,,,,,
台南市,台南機場篩檢站,FALSE,FALSE,6/1,https://tw.appledaily.com/life/20210601/UPGGMQ2VWNAXVCHTMZ62WR6GBA/,南區衛生所,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/2啟用,,,,台南市南區機場路775號,06-260-1016,,,,,,,
高雄市,高雄小港機場快篩站,FALSE,FALSE,6/1,https://udn.com/news/story/120940/5503700,高雄市立小港醫院,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/2啟用,,,,高雄市小港區中山四路,07-805-7630,,,,kane,https://tw.appledaily.com/life/20210601/UPGGMQ2VWNAXVCHTMZ62WR6GBA/,,
台東線,台東豐年機場快篩站,FALSE,FALSE,6/5,https://www.cna.com.tw/news/aloc/202106050097.aspx,,搭機旅客須先填具健康聲明書，若有發燒或身體異狀，並需進行快篩採驗後，呈現陰性始可登機。,,6/5啟用,,,,台東縣台東市民航路1100號,08-936-1111,,,,kane,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,,,,,,,,,,,,,,,,,,
